audit_id,order_id,field_name,old_value,new_value,changed_at,changed_by
364,67583,shipping_address,JZSQXJ,6T5PU0,2025-01-14T13:29:13,system
365,112245,notes,U4A9O7,DNIXF6,2024-10-16T04:29:43,ops
366,90073,notes,DPHZGV,BVRIO0,2024-07-01T06:42:27,support
367,62795,current_status,VQ1AMN,LFSJ92,2025-12-08T21:59:40,system
368,29536,notes,THZGKH,9Z5BQN,2024-09-16T11:19:26,support
369,116963,notes,AHO2E8,MES9ZV,2025-07-29T00:55:08,ops
370,53654,current_status,4PSVSC,0UOPUC,2024-02-22T00:32:27,ops
371,35626,order_total,8SNJO2,XD4R6C,2025-05-20T18:31:12,support
372,62240,notes,2P0F8S,T1FCAO,2025-01-16T07:48:07,ops
373,4007,shipping_address,F7TXND,P0E8SO,2024-10-03T20:04:03,support
374,3515,current_status,BYQQBI,A0NGPZ,2024-05-26T20:55:36,support
375,92932,shipping_address,MCKJC0,T4IBFG,2024-11-25T08:30:23,system
376,9939,current_status,BB8R2H,HLBOR9,2025-09-22T03:40:07,support
377,60809,notes,RAU6SX,4JCBPU,2025-10-08T16:25:31,system
378,46365,customer_phone,20VPFW,69TPTU,2024-03-03T22:08:45,ops
379,97041,order_total,66QCBP,2G34JN,2024-01-31T09:38:12,ops
380,2424,current_status,Q1A18L,KL8XI6,2024-09-29T09:48:27,support
381,44632,shipping_address,1KBPJE,MNFEGR,2024-04-30T01:20:00,system
382,45735,notes,V85Y1D,NJLJT6,2025-05-20T02:15:55,support
383,48282,current_status,00Z69T,RZJ7T6,2026-02-11T07:58:06,ops
384,20947,shipping_address,IPN4AU,VZLU8Y,2024-09-01T03:45:37,ops
385,208,customer_phone,2E65G7,7NWJCN,2024-10-26T07:52:22,ops
386,68837,order_total,O58JEG,4V24LV,2024-12-17T05:59:12,support
387,78544,current_status,3JP4TD,06TWPQ,2024-10-23T21:26:30,ops
388,42670,shipping_address,6G0RLT,1M558D,2025-10-05T07:18:43,support
389,56814,customer_phone,XUELVZ,BJS6UP,2024-08-07T07:04:26,ops
390,91245,order_total,ZVEOFW,JQTTA3,2024-05-11T23:08:20,ops
391,31081,customer_phone,V7UQNI,327PFO,2025-10-16T19:15:03,ops
392,44145,shipping_address,094JV8,7UO4FB,2025-12-20T11:23:43,support
393,30943,order_total,Z4ZCWS,MM8E9R,2024-07-24T02:37:38,ops
394,43465,notes,KDNLE9,NLQRLS,2024-09-27T19:19:48,support
395,73609,shipping_address,H7MCOC,VP1L8H,2024-02-13T23:02:26,ops
396,85602,shipping_address,GP0BNH,QWOVM4,2024-05-11T03:29:13,system
397,940,shipping_address,3VMJ4P,MVJMW9,2024-12-23T14:26:46,system
398,77545,shipping_address,EHTGF7,XL89VA,2025-05-04T21:11:23,system
399,5623,current_status,UXA8YK,T1CHRE,2024-09-05T07:18:55,support
400,46503,notes,W9AODX,SD3KK0,2024-08-02T16:06:23,ops
401,56137,order_total,XU65O1,DSRF1D,2025-07-29T11:39:04,ops
402,6360,customer_phone,ITIH12,21DLDP,2025-07-14T22:33:48,system
403,28316,notes,G1VAKS,GX0YTY,2025-01-18T07:34:27,support
404,18584,order_total,7NDSAG,TFWG9V,2025-08-01T07:07:57,ops
405,9574,customer_phone,99INJ8,426ESH,2025-01-08T04:18:35,system
406,17201,notes,9XURAI,WO7GQE,2024-04-06T00:55:18,system
407,59461,customer_phone,SIYCZT,VGFOIG,2024-04-27T17:02:27,ops
408,67932,order_total,2JFEXC,GS1KT2,2024-03-29T14:49:53,system
409,23142,customer_phone,AH2Z6L,LKJG0O,2024-02-04T20:06:26,system
410,78668,shipping_address,G3LLK8,VUS80U,2025-08-28T00:26:28,support
411,114662,shipping_address,CUD5RK,8ZT7Q1,2024-11-13T05:39:02,support
412,108919,customer_phone,D2JXBB,H57SPU,2025-03-11T20:06:08,support
413,74772,customer_phone,J3CKGP,WFCODL,2025-04-16T01:06:44,support
414,32030,current_status,1MY6CB,49TLU2,2025-08-25T07:24:58,ops
415,47194,current_status,3T3I1F,EWIHW2,2025-10-22T18:30:09,system
416,64202,notes,16F2B4,ZE5YZM,2024-09-02T02:37:09,system
417,100094,current_status,TGHSYM,FDJI35,2025-01-06T14:55:04,support
418,74899,current_status,DJHSOM,48PRCN,2024-06-14T20:38:10,support
419,792,shipping_address,21FAZV,I0ZN1V,2025-03-09T22:00:33,ops
420,25913,shipping_address,LO8INN,XXPR9E,2025-05-29T18:57:43,system
421,1651,order_total,7IPEQ3,EXHK56,2025-11-09T13:30:00,system
422,82316,shipping_address,MFOCNG,HPZIJD,2025-02-11T20:17:26,system
423,52916,order_total,ZHLIGR,OUTLOO,2025-10-03T21:45:58,system
424,32703,customer_phone,0G90WX,EQHHQ3,2025-05-30T08:18:23,ops
425,87185,notes,FI0VWN,U6BMI0,2024-02-17T02:16:35,support
426,36410,order_total,DH4GCA,CN35YH,2025-05-02T04:18:14,support
427,70948,current_status,C3JXUK,EY13IA,2024-09-06T17:36:45,system
428,81407,notes,NAV0NY,2HYOD3,2024-11-10T06:54:14,support
429,97876,shipping_address,OQ3N8N,9JV73G,2024-12-07T02:20:34,system
430,11325,order_total,5DHMDE,TUVCVX,2025-06-08T06:40:49,support
431,96663,customer_phone,A52RV4,VIN2W2,2025-12-12T10:27:50,support
432,1987,shipping_address,ENNU3Y,3VCPN1,2025-10-18T04:17:00,ops
433,17721,customer_phone,QFG17W,9SIAB4,2024-02-05T05:57:42,support
434,80205,current_status,E602Z2,SN5NXQ,2024-09-19T11:39:26,ops
435,36996,shipping_address,LDJILH,U6TE1G,2024-10-01T06:57:26,ops
436,66332,notes,SXY8BV,27LSSN,2025-02-23T09:01:00,system
437,19227,customer_phone,11DTWJ,XZNOUZ,2024-05-29T15:50:58,system
438,38321,customer_phone,P8DW31,DQOW6V,2024-03-15T05:59:56,ops
439,11024,shipping_address,TG0O80,9R7WVK,2024-07-12T07:13:08,system
440,62481,shipping_address,907X0R,0CXVNR,2024-06-01T18:10:57,support
441,59098,notes,8Z55ZH,FYRL21,2024-04-09T13:42:25,support
442,38881,notes,BJXEXT,GQL9S6,2024-10-03T18:00:46,ops
443,90273,notes,PPU5M4,GE63PZ,2025-08-10T08:36:48,support
444,8792,notes,TEMUQ6,ESC57W,2025-09-05T00:23:40,support
445,55194,notes,4CUHO4,OD22VO,2025-09-04T01:31:03,ops
446,41592,order_total,XG7U1Q,LY5EEG,2024-06-02T11:42:46,support
447,3005,current_status,H5DJN0,TIOICU,2024-11-18T10:42:28,ops
448,73749,notes,KIJT16,0EEJIZ,2024-05-07T02:08:20,support
449,94154,customer_phone,CWBNIJ,7O39XT,2024-10-21T05:11:50,support
450,108723,current_status,QV50TN,I36Y2Q,2024-02-08T02:23:45,ops
451,113211,order_total,EZMSHD,ZEXX2I,2025-01-19T10:37:37,support
452,9351,current_status,NRT5AQ,UN3AKN,2025-08-14T23:50:25,support
453,39525,notes,21NS3W,MZ6TL4,2024-09-04T14:37:52,system
454,13263,notes,UAA0JM,91NNKR,2025-06-15T22:12:40,ops
455,36428,order_total,1YKVDM,UF1WPX,2025-12-23T11:49:47,system
456,103795,order_total,J923TV,D1WXEG,2024-06-09T18:08:55,ops
457,109621,current_status,PHBO75,0J6OSX,2025-09-26T14:14:31,ops
458,119165,customer_phone,T997E3,28V3TD,2026-01-12T09:41:00,ops
459,73618,order_total,568V7J,WXZFUO,2024-02-10T17:08:08,system
460,76487,order_total,GEYXV9,CZYWF4,2025-05-07T19:46:56,support
461,94999,order_total,XGVZR9,4ATXT3,2024-09-02T09:17:29,support
462,26532,shipping_address,Q3CFST,F35U94,2024-10-06T10:42:35,support
463,85823,shipping_address,5FRNP1,LA4OYE,2025-03-05T23:01:37,system
464,19450,customer_phone,KFM9O9,UO0DA3,2025-07-27T03:07:18,support
465,52773,shipping_address,O9CY1T,KQ9D01,2024-11-04T07:57:24,ops
466,17233,shipping_address,HNHMVK,7AQV09,2024-09-02T12:20:35,ops
467,40713,order_total,TJRDOY,11Q3K9,2025-01-18T17:41:26,ops
468,76515,current_status,PICD2Q,YRS00N,2025-07-17T04:31:04,system
469,58376,order_total,PTWJA7,3ITF1R,2025-11-07T08:05:05,ops
470,6397,order_total,830WSQ,E0AYBU,2024-07-15T09:36:16,support
471,42447,shipping_address,6YWIEG,H998FC,2025-08-20T20:48:32,system
472,10109,customer_phone,ZHG4ZD,68EGJL,2024-04-27T00:40:12,support
473,115963,current_status,UPJMP4,49Q8TH,2024-08-06T12:02:53,support
474,61202,shipping_address,245LHS,0FQCDT,2025-12-09T07:24:08,system
475,40322,notes,N7KH3N,EBB7BR,2025-08-31T10:15:55,support
476,68773,shipping_address,AEUIAB,IJPU6P,2024-10-29T21:08:11,ops
477,83075,order_total,XHZ35S,WNJPBZ,2025-09-10T22:50:31,ops
478,90257,order_total,OH7W9D,3DF7G0,2024-09-29T09:34:44,support
479,113011,customer_phone,KOMBE8,8C6TYI,2024-05-25T15:23:04,ops
480,76215,current_status,QI2TVP,PF4DQC,2024-05-25T01:11:50,support
481,23403,customer_phone,552WUK,77QLGU,2025-11-28T08:38:54,support
482,75762,current_status,RDW9DX,RUSLWB,2025-03-25T17:57:23,support
483,40248,customer_phone,ZH6QQZ,ZFZ9N1,2025-11-18T00:34:47,system
484,67929,order_total,4XDFNJ,0T0JGJ,2024-05-05T16:00:35,ops
485,112697,notes,JI6BBU,OGXSID,2024-05-02T13:37:41,ops
486,34882,customer_phone,M52NE9,BWFKV7,2025-07-29T08:19:31,ops
487,11601,current_status,HGD80B,6D1FXX,2025-01-29T00:48:28,system
488,44898,shipping_address,NUQNAV,AQYK82,2024-04-16T03:40:49,support
489,110176,shipping_address,X4ENL6,WIC33J,2025-05-19T19:45:01,support
490,44829,order_total,2X6J6U,44QDN2,2025-12-02T16:47:36,system
491,45224,customer_phone,0517XV,ZANSSF,2025-06-24T16:45:24,ops
492,60304,customer_phone,4RX6NA,IKIFAD,2024-12-29T16:17:34,support
493,6611,shipping_address,2KGG4U,PVCV6C,2025-04-27T07:38:56,ops
494,23980,shipping_address,XYB71B,3TPFL3,2025-08-08T12:16:28,ops
495,10860,current_status,WU8E6M,R9GGC3,2025-02-01T09:31:20,support
496,15945,current_status,6E49X0,XKNTWB,2025-01-01T04:03:14,system
497,68974,customer_phone,K9RB8R,JKG9T0,2024-11-18T01:20:41,support
498,109265,customer_phone,1KFZMU,IC14KA,2025-03-17T14:59:04,ops
499,67231,customer_phone,PUWVOZ,5N1C69,2024-02-07T22:49:47,system
500,92287,current_status,AHNBT8,TFNVYO,2025-05-04T06:04:54,support
501,16085,shipping_address,KH5F99,NDZHS8,2024-06-15T11:43:08,ops
502,26363,current_status,BL0WCO,0NFFPG,2026-01-21T04:48:22,support
503,116193,order_total,F8M5J2,ZSHG4J,2024-03-12T10:45:41,system
504,2931,shipping_address,9TIVE5,ITOUHR,2025-01-21T00:51:07,system
505,111947,notes,6KR0BB,WEAM61,2024-05-13T20:37:38,system
506,54343,current_status,Z4141W,X0GQ04,2025-12-20T00:31:21,system
507,103872,notes,P44LNP,LOQDNF,2025-01-02T12:22:17,system
508,59057,notes,YXHB4S,NH1B7W,2025-05-28T14:21:10,system
509,17687,notes,VLG8QG,02O28G,2026-01-18T05:17:41,support
510,105521,order_total,LD5CXH,BDY9BK,2024-11-23T20:41:11,system
511,108532,order_total,TOAK5W,U3F78X,2024-06-29T16:12:08,ops
512,91241,shipping_address,B087UK,RDDHHY,2024-01-30T18:58:37,support
513,99466,order_total,5GZ0CM,K72TPF,2026-01-10T07:06:09,support
514,119871,customer_phone,TP6D5T,317EVG,2025-05-23T12:12:00,system
515,51812,current_status,3K6MHN,9NSBVH,2025-08-17T23:10:10,support
516,99992,current_status,4GFAYP,2PSQHE,2025-09-09T01:01:40,ops
517,90697,customer_phone,Y1FZAG,861T78,2025-04-25T08:58:40,support
518,14539,order_total,3EREIA,03RUW6,2025-07-29T04:34:30,ops
519,45276,current_status,2F3P6J,NYWZAT,2025-02-27T18:50:10,support
520,80465,order_total,18OOKE,9J3Z5G,2025-07-28T00:19:29,system
521,29691,customer_phone,US8JGP,BC6EM5,2024-02-03T18:02:26,support
522,12291,current_status,NCBWCI,IZ3GDL,2024-05-30T18:16:01,support
523,63842,shipping_address,C7KYKE,ROGXR0,2024-09-01T14:18:25,system
524,11720,current_status,AC0M1C,JP69AT,2025-03-26T22:28:42,system
525,64638,shipping_address,CBUZA0,KLOKCM,2024-11-14T06:13:14,support
526,82090,notes,GW5EXD,N2GXSH,2025-05-11T22:39:01,support
527,65092,order_total,W6IR01,SL01UB,2024-05-14T02:16:37,support
528,114246,order_total,9GJZX2,T9W2IV,2024-06-07T00:52:08,support
529,9467,customer_phone,GK6Y0H,OBO0J2,2025-07-05T11:55:54,ops
530,26226,customer_phone,6F9WLQ,BUBFWY,2024-04-15T17:14:10,ops
531,18092,shipping_address,532I3T,NYX8AJ,2025-11-30T20:43:38,ops
532,62407,customer_phone,2B6XEO,HV6R77,2024-04-01T20:39:20,support
533,69616,shipping_address,O45VVI,91A8TD,2024-11-14T20:28:03,support
534,24491,notes,KHEDQ8,RKGMIF,2024-12-26T19:43:29,system
535,25453,shipping_address,UT4ZG5,GP23TP,2024-12-16T22:14:58,ops
536,100825,current_status,MSC5GL,CI77AN,2024-08-05T03:27:47,ops
537,13239,current_status,OAV2GC,UPXX0U,2025-08-08T00:03:02,ops
538,44755,notes,U1CFEE,WH1Y1L,2025-09-21T21:31:19,system
539,107058,customer_phone,4JXP4M,VPEM06,2024-05-11T20:47:36,system
540,50895,current_status,RD602J,YRJI5W,2025-05-30T13:49:08,support
541,61327,current_status,Q6N3ML,JMOPQQ,2025-02-13T13:32:41,ops
542,57128,order_total,RX14F1,POIYE1,2026-01-17T00:04:20,system
543,102673,order_total,LB9KX6,0CQ93H,2024-10-09T12:42:31,support
544,111258,shipping_address,MX0O2P,AGGXWZ,2024-03-26T05:56:06,support
545,108770,customer_phone,YRNL3N,RT5YZA,2025-12-08T17:40:27,support
546,73315,order_total,3GGOVK,QRAUMJ,2024-01-22T05:57:48,ops
547,40093,current_status,IWB8XJ,KDHGC6,2024-11-29T12:14:10,system
548,4697,shipping_address,ZKCTMK,RSISL0,2024-08-02T10:25:24,system
549,65231,current_status,T37GKT,A4S0IC,2025-12-05T23:42:07,system
550,59669,current_status,4UR0RX,22BDYF,2025-09-29T23:12:30,system
551,93546,order_total,NTJZRP,9BY9TF,2025-08-23T18:56:21,support
552,99910,shipping_address,1SMF68,75HIIF,2025-03-27T21:43:52,support
553,91477,customer_phone,63PCN7,SIUCY4,2024-12-19T01:59:54,ops
554,35240,customer_phone,5OT43Q,XT39D6,2024-09-18T11:10:02,ops
555,82720,customer_phone,S0VPK6,XU00Y0,2025-06-20T23:28:40,ops
556,119209,order_total,5R0LZQ,2CXOXU,2025-10-13T05:55:52,ops
557,110991,order_total,D0P8MY,TTYOH3,2025-04-12T20:03:14,system
558,39236,shipping_address,YM3YL6,0TR4QB,2024-11-26T17:06:49,ops
559,119348,shipping_address,O1ONM2,UR27XO,2024-12-30T08:03:39,ops
560,10332,customer_phone,83Q9HJ,MRVMUL,2024-12-04T19:22:13,ops
561,86483,current_status,JCH6JJ,XOO3WF,2024-09-28T22:18:36,system
562,97982,order_total,925XQN,UPEYRA,2024-10-04T12:14:50,support
563,12399,notes,QEND12,MMVX6G,2025-05-20T05:08:53,ops
564,53273,order_total,802ZDM,PFMR71,2024-03-22T02:33:15,ops
565,3783,current_status,575B9S,IMK8H7,2025-06-18T01:04:36,ops
566,55023,notes,FOW31S,SBG9OI,2025-08-17T00:20:28,system
567,98503,order_total,0MGOW1,3UWTB4,2024-10-30T10:54:16,support
568,53523,order_total,33CMZZ,92CG7N,2025-02-23T00:39:02,ops
569,9038,customer_phone,DEVAYX,HQUVWG,2025-05-09T05:10:15,ops
570,110851,customer_phone,YLLEHI,FW6ZDO,2025-01-14T10:49:35,support
571,72919,order_total,75RB9S,8M4OKO,2025-02-21T21:48:20,support
572,91484,notes,DFE6HM,H32TSE,2025-12-27T15:41:11,support
573,111435,customer_phone,Q0CAS6,MS1U93,2025-10-01T11:41:50,system
574,20911,notes,HJPSM0,G0M6IA,2025-10-12T12:00:37,support
575,47976,notes,Z9RTME,VPM09N,2025-08-06T11:39:50,system
576,9104,order_total,2UQIF4,UMA57T,2025-06-22T22:23:56,support
577,20294,shipping_address,XCCYZJ,LWW6LU,2025-12-30T14:01:48,ops
578,113078,customer_phone,L6IXA9,GFJDLZ,2025-04-21T14:18:09,ops
579,109806,shipping_address,COBDSZ,C3EBDT,2024-05-02T01:55:57,ops
580,59479,current_status,BG3RBL,VNIWM5,2025-04-30T19:41:37,support
581,13114,order_total,Y5HLYW,03E0S2,2024-12-05T23:50:36,ops
582,32269,shipping_address,NF3RYP,TAMZNH,2025-08-08T09:42:09,support
583,71458,customer_phone,2F2LAO,T84WGO,2026-01-09T11:47:32,support
584,85833,customer_phone,1Z4OOA,60D6XN,2026-01-16T07:24:24,system
585,5970,customer_phone,KEMNMQ,OTKZ8P,2024-05-24T20:06:32,system
586,7481,notes,X8XO40,843FMZ,2025-12-31T19:26:45,support
587,39644,current_status,5TCTNE,P8EAVR,2025-12-02T01:51:25,system
588,38457,customer_phone,5K3HTC,JGGANU,2024-08-23T15:32:54,support
589,23,customer_phone,TDK77E,2N2GS8,2024-11-19T22:48:30,system
590,69766,current_status,F1J1FZ,XV35FC,2024-03-31T14:13:27,ops
591,46561,shipping_address,ZEEI7Z,N9G2HN,2025-01-28T01:36:44,support
592,103107,customer_phone,0M8XR1,WOW6L3,2025-02-19T23:42:06,system
593,57551,notes,71SOK6,I73B7H,2025-05-22T09:28:01,ops
594,32453,notes,ID300K,U8WD5T,2024-05-20T03:35:53,support
595,25,notes,5XDFIL,V1PPOK,2025-07-04T18:02:07,ops
596,52904,order_total,RFEB2H,GDSAC8,2024-05-31T11:46:07,support
597,43911,current_status,175R6L,XJ2WCW,2025-04-28T13:17:58,ops
598,59820,notes,0LLNQN,Z1G7LP,2024-12-21T15:35:54,ops
599,87775,order_total,JTTL7X,6QO93H,2024-07-11T01:04:23,ops
600,111698,order_total,WNF75C,VH94FL,2025-02-10T13:34:07,system
601,112210,current_status,8G0S0G,FYHFB2,2025-01-06T23:15:13,ops
602,40335,notes,K5YMAN,0D81WB,2025-03-26T14:43:16,support
603,78435,order_total,OKMWAU,9URUK2,2024-05-28T16:17:05,ops
604,62687,notes,OSQRMQ,4CW7YA,2026-01-20T21:21:14,ops
605,32890,customer_phone,1BCVBJ,QJ8JKY,2025-10-24T00:42:34,system
606,100968,order_total,N1FU4V,WT26CZ,2024-07-18T02:16:49,ops
607,36340,order_total,Y3HV24,AGKD5V,2025-02-05T12:56:09,system
608,68851,current_status,X35DDY,3553MA,2024-07-11T16:55:20,ops
609,72243,order_total,9HHJ0M,G2QEVG,2025-04-02T04:18:32,system
610,12992,customer_phone,9XTJIB,J4C6LP,2025-01-07T19:58:30,ops
611,56745,current_status,402QBM,PI6I2Y,2024-05-03T14:59:50,system
612,4098,notes,ESBAU3,ZFWKIQ,2024-03-10T00:28:30,support
613,73946,customer_phone,G0ZBCS,G8N65E,2025-02-24T01:08:37,support
614,19414,customer_phone,21U3B2,CQVEWC,2024-06-01T14:33:34,ops
615,67327,order_total,VODVPY,Y0K79H,2024-11-12T19:57:51,ops
616,47576,order_total,8L3CSS,RGLGVD,2024-04-04T10:50:02,system
617,38600,shipping_address,MVQDOF,V8DBSD,2025-06-03T06:05:30,system
618,32948,customer_phone,37UATT,P80V4P,2024-03-16T14:04:41,ops
619,94194,notes,TM011Y,MEJDHF,2025-10-17T11:42:44,ops
620,101834,order_total,3ZPM00,IGM266,2024-05-16T13:58:51,system
621,10356,shipping_address,5DFDIF,S058WV,2024-05-20T23:02:45,ops
622,35752,customer_phone,9S4ZSB,2JJ12A,2025-04-23T02:30:09,ops
623,18404,customer_phone,2HJE8L,HAUQHE,2026-01-05T23:14:32,system
624,33514,customer_phone,AZ9XBU,76AE5V,2025-04-02T08:12:22,support
625,118985,notes,SFK0ZD,LQH12B,2025-02-16T06:15:52,ops
626,105282,shipping_address,08D5U0,SKJSBZ,2024-09-04T23:15:11,ops
627,104956,order_total,MKI3IV,8LE6UR,2025-02-19T18:50:14,support
628,61856,customer_phone,7T0RVI,D2FA2S,2024-09-25T10:23:17,ops
629,118236,customer_phone,ZJ9H0F,L9SKHU,2026-01-31T21:14:05,ops
630,13547,order_total,N4CIOL,IGW4WB,2026-02-05T11:20:47,ops
631,52121,notes,T8I7AQ,0ACRD9,2024-04-20T05:23:54,system
632,81226,customer_phone,QKCKDC,OAE0KV,2025-01-29T04:59:17,system
633,97818,notes,J02RYX,HEDO3O,2024-02-20T16:54:48,system
634,80787,notes,A98WZ4,B3KMRQ,2024-06-29T15:45:47,system
635,30245,order_total,GJXR3V,U7K5C9,2024-03-24T12:07:46,system
636,51988,order_total,0LGA9T,LO71T1,2025-07-23T09:55:44,ops
637,75240,customer_phone,6B1A5F,HRWPJL,2025-12-11T18:57:42,system
638,1394,order_total,W987AP,Q1BAO9,2024-07-29T19:42:50,support
639,60505,notes,VH9KT2,MMEQGI,2025-05-13T06:23:01,support
640,43428,current_status,D0I61Z,K4C0VZ,2025-11-04T03:05:27,support
641,63,current_status,LRY6ZL,WI77OK,2026-01-19T04:03:26,ops
642,103841,order_total,UB2Z3W,S4UE6P,2025-01-25T02:24:02,support
643,69237,notes,NXVC0I,N777N3,2024-01-07T11:10:36,support
644,71595,order_total,3HP9VC,ZLMM6E,2025-08-27T12:05:10,support
645,64580,order_total,253094,Q9PRGA,2024-02-13T22:52:32,support
646,114502,current_status,TJFJ9M,N32CCP,2024-12-27T09:28:37,support
647,67874,current_status,4CVOLA,I2DPUE,2025-03-17T07:22:29,ops
648,119229,current_status,211R1W,8HZGCO,2025-11-20T10:48:24,ops
649,104641,customer_phone,3BA9CF,PJUZWR,2024-07-03T19:03:18,ops
650,25467,notes,GH7LNV,8AF757,2025-02-10T22:47:51,system
651,18146,shipping_address,9UBZ9I,GHUEUZ,2025-04-23T08:00:15,support
652,30627,customer_phone,NC7TFJ,A0ICTL,2024-07-24T06:40:58,support
653,76643,notes,69SGKS,8DKUDE,2024-05-15T17:56:49,support
654,65549,current_status,O3YO89,1G7MG3,2024-07-02T02:45:13,ops
655,19854,current_status,1EUYQ3,J2GW5V,2024-02-16T18:05:47,ops
656,92377,customer_phone,ZBD1EJ,L0XSOM,2025-10-12T21:27:47,ops
657,85510,current_status,4GT4RT,VR7ZUQ,2024-09-29T04:32:12,ops
658,109209,order_total,OSWN4K,Z5INI3,2024-02-16T16:04:41,ops
659,67782,shipping_address,2JRUOT,G3DD3C,2025-08-10T01:15:54,system
660,114208,notes,FCU5R5,SGXRYO,2024-07-21T09:27:33,support
661,113890,current_status,3TC6Y8,MDF7UW,2026-01-22T23:33:55,support
662,34667,notes,6AMUZH,J5AY98,2025-07-13T20:11:29,ops
663,78481,current_status,UAW3OW,PW4HO0,2024-07-07T21:09:10,ops
664,86191,shipping_address,D06SDW,4HWBQ8,2024-09-05T21:29:44,system
665,65712,order_total,UIHU4V,XMMIF1,2024-06-11T05:17:08,ops
666,11550,shipping_address,LIP8X2,2R3IBG,2024-06-21T20:12:20,system
667,27833,customer_phone,SV035X,TJ57J2,2025-03-12T11:33:41,ops
668,52618,shipping_address,A5JA7F,3BWQRY,2024-11-04T23:18:23,ops
669,12820,customer_phone,E4FMZ7,CYH1K6,2024-05-10T00:23:32,system
670,75280,current_status,F60AMP,CBQVVT,2025-06-03T05:22:21,ops
671,70397,current_status,LXKUW4,SEG8YB,2026-01-16T21:11:23,ops
672,95798,shipping_address,ORU12C,43XQWL,2024-06-24T22:28:28,system
673,95694,order_total,1YT8V7,LLQ4CC,2025-07-09T20:07:27,system
674,49555,notes,CT4L8M,LWTM0L,2025-08-02T15:08:49,system
675,36514,shipping_address,09BTSM,AB61BT,2025-12-06T01:26:32,ops
676,32704,order_total,4AV8Z5,0AFYGU,2024-04-02T18:37:13,system
677,95692,notes,W3YWYQ,F600ZH,2024-06-14T02:11:13,support
678,9285,order_total,SWT5P0,RMOYNR,2025-04-14T05:32:28,system
679,32147,shipping_address,C2DCPH,ZXKBJO,2024-10-10T21:43:00,support
680,21556,shipping_address,LYW6O2,GAVKGA,2024-12-15T19:38:40,system
681,101293,customer_phone,1QB3ZI,QLCANW,2024-09-27T00:14:55,system
682,19462,notes,EJCCPS,VVZXXI,2024-06-09T04:17:33,system
683,113071,current_status,RVDF9O,LF11WR,2024-10-12T07:28:31,ops
684,116989,current_status,1RMSB3,D5Z67D,2024-06-18T12:36:02,support
685,88416,order_total,UGQGAM,YR5A9N,2024-09-25T18:23:52,system
686,20777,order_total,1Z7F83,7I3KJ5,2025-08-05T08:28:44,system
687,96150,order_total,7PTZQP,5TF58K,2024-04-25T21:23:44,system
688,2798,notes,XI3OZ8,RD1HNE,2025-04-01T05:03:27,ops
689,6978,current_status,TMDDWW,RG7JVC,2025-11-16T22:45:58,ops
690,60254,current_status,89YYV7,A4H8BF,2024-06-09T03:31:10,support
691,87275,current_status,XCJPV5,UO0YHT,2024-11-12T08:21:05,ops
692,7366,shipping_address,D19T49,CDJ8ZF,2024-05-17T08:39:46,ops
693,8605,notes,C35VHV,6DBRC7,2024-01-18T19:06:27,ops
694,8482,customer_phone,4U5BA0,4GNROL,2024-06-03T09:59:38,system
695,99281,order_total,ZEBDED,0H0EFC,2025-09-23T15:53:50,support
696,8853,order_total,XQWCFH,Z1D87T,2024-02-07T14:05:05,system
697,117030,order_total,HHK8S1,NL6ZUH,2024-10-25T17:07:45,system
698,84280,shipping_address,3769BP,ATFU4S,2024-02-06T08:14:56,ops
699,95713,shipping_address,D8DXE6,Z9H1HF,2025-06-19T21:39:53,system
700,2011,shipping_address,978IX3,YZYOLI,2024-08-20T12:23:14,ops
701,20338,order_total,PZNM85,IACTSK,2024-01-12T02:11:37,ops
702,27061,notes,DWLAT6,2B90W1,2024-03-09T16:26:43,system
703,38969,shipping_address,X2Q0QB,NP544H,2024-03-22T20:56:01,system
704,2085,current_status,FRUZG2,YGVYLK,2025-07-31T20:30:58,support
705,45653,order_total,2FRKWF,UZO5W1,2024-05-30T20:50:20,system
706,65562,current_status,9YTU1K,Q4MHYT,2025-06-20T21:07:35,system
707,33242,shipping_address,7VI333,UHD8ZV,2024-02-08T07:10:24,support
708,102118,customer_phone,LA0H2N,1T63LX,2025-11-03T22:27:35,ops
709,33700,order_total,4D9JHQ,F2EIGP,2025-09-09T00:18:09,system
710,33460,current_status,KX7K9H,B3XLUW,2026-01-05T04:22:22,support
711,111958,customer_phone,LBX8HF,9QX2N9,2025-08-18T10:14:46,ops
712,62557,shipping_address,K2YQBL,RC691K,2025-12-27T20:19:50,support
